Topology,R1,R2,R3,C1,C2,C3,RA,RB,K_calc,Q_calc,f0_calc,SampleID,FamilyLabel,ResponseType
MFB_HPF,29418.7914232487,15770.0731359515,NaN,2.17143644621762e-10,9.48789385339052e-12,4.37739172882937e-11,NaN,NaN,-0.201589677489952,0.510627776327428,362575.328552921,1833,MFB,HPF
VCVS_BSF,4233.7700420335,4233.7700420335,NaN,2.39914972258894e-11,2.39914972258894e-11,NaN,9765.87310592432,5090.86145601737,1.5212909691535,1.04447580426016,1566879.19658337,1178,VCVS,BSF
PASSIVE_RLC_BPF,3590.33463527274,NaN,NaN,8.50236822519721e-11,NaN,NaN,NaN,NaN,1,10,954.901043971481,15,PASSIVE,BPF
MFB_BPF,2840.77356709487,3770.61534961543,NaN,3.65911938555647e-11,8.54145813615131e-10,NaN,NaN,NaN,-412127.282171964,0.228661268340061,275068.848197163,1702,MFB,BPF
VCVS_BSF,273712.412526486,273712.412526486,NaN,5.05544996105005e-12,5.05544996105005e-12,NaN,10042.2972676355,5785.36740600869,1.5760999950334,1.17952345869727,115018.003020307,1372,VCVS,BSF
PASSIVE_RLC_BPF,267.988075225808,NaN,NaN,2.04638717647089e-10,NaN,NaN,NaN,NaN,1,10,2700.78766068821,97,PASSIVE,BPF
VCVS_BPF,4847.93966714635,4847.93966714635,NaN,3.09330225970377e-12,3.09330225970377e-12,NaN,10044.3836176644,8648.88496812923,1.86106677097827,0.878014596921482,10613058.7035725,1328,VCVS,BPF
PASSIVE_RLC_BPF,19.599984722599,NaN,NaN,1.28718376056994e-12,NaN,NaN,NaN,NaN,1,10,17857.9762237638,156,PASSIVE,BPF
PASSIVE_RLC_BSF,43.6580622168732,NaN,NaN,1.86598215710063e-10,NaN,NaN,NaN,NaN,1,10,197169.827200111,196,PASSIVE,BSF
PASSIVE_RC,13385.9463875205,NaN,NaN,8.47567876655792e-10,NaN,NaN,NaN,NaN,1,NaN,14028.025997071,400,PASSIVE,LPF
ACTIVE_OTHER_CASCADED_VCVS,694239.051133055,694239.051133055,11607.6530524099,1.97709635213324e-10,1.97709635213324e-10,2.78900223742337e-10,10082.5095575235,11447.0639756946,3.43243149895931,0.93731241608653,25160.6143125275,2154,ACTIVE_OTHER,HPF
ACTIVE_OTHER_CASCADED_VCVS,296945.07170151,296945.07170151,10089.8611835323,1.34679843857778e-11,1.34679843857778e-11,1.92306028018455e-11,10084.9763369589,9910.03052535696,2.09610823125109,0.748838006003427,430019.127940842,2413,ACTIVE_OTHER,BPF
VCVS_BPF,64268.0239449207,64268.0239449207,NaN,6.15958386717941e-10,6.15958386717941e-10,NaN,10268.8331277716,7204.44460323927,1.70158356977826,0.770168935577337,4020.44209945276,744,VCVS,BPF
MFB_BPF,54361.7969471853,268.64692554323,NaN,1.38278919390209e-10,1.69084238525122e-11,NaN,NaN,NaN,-1087935.30382317,0.0219036902179023,861296.615701683,1542,MFB,BPF
VCVS_BPF,1309.97853690393,1309.97853690393,NaN,2.12539173470595e-11,2.12539173470595e-11,NaN,9818.99495723453,12062.4979550967,2.2284860118203,1.29615277923785,5716325.68034592,1262,VCVS,BPF
ACTIVE_OTHER_CASCADED_VCVS,187686.360091992,187686.360091992,69360.3976152629,1.16510166768959e-11,1.16510166768959e-11,1.62233348825432e-11,9949.58007777749,8900.31142086004,2.54573233329268,0.754182220183077,107110.344797263,2563,ACTIVE_OTHER,LPF
MFB_BPF,3109.23618278008,69059618.5013741,NaN,2.41857309040866e-10,6.85667483884238e-10,NaN,NaN,NaN,-469064.680047988,65.4328880236379,843.4217612713,1693,MFB,BPF
VCVS_LPF,396917.918398748,396917.918398748,NaN,8.51499572809061e-11,8.51499572809061e-11,NaN,9972.16500837897,4758.56560116538,1.47718480361758,0.656678500697645,4709.06832916777,1298,VCVS,LPF
MFB_BPF,998.480452330115,46812.2758944097,NaN,1.53222650300759e-11,3.62447197660916e-11,NaN,NaN,NaN,-27632214.2003698,3.12911997121758,987840.009634313,1475,MFB,BPF
PASSIVE_RC,13481.8294055141,NaN,NaN,1.68518640208746e-12,NaN,NaN,NaN,NaN,1,NaN,7005245.472547,685,PASSIVE,LPF
MFB_BPF,1348.86673345001,815745489.773131,NaN,1.20008587809551e-10,4.26917908467029e-11,NaN,NaN,NaN,-17365471.6339418,342.123261957932,2119.72694230487,1689,MFB,BPF
MFB_BPF,56972.5279168473,156.64816488823,NaN,1.60740584758433e-11,3.37680428751757e-10,NaN,NaN,NaN,-51979.0837201656,0.0109205288536866,723117.736043829,1615,MFB,BPF
MFB_BPF,42291.7181751313,6883320.08350962,NaN,2.62869632641383e-11,2.79478296395451e-10,NaN,NaN,NaN,-84605.1078155262,3.57624637261112,3441.51155068962,1541,MFB,BPF
ACTIVE_OTHER_CASCADED_VCVS,2057.5855651019,2057.5855651019,4213.49639879078,1.93746063954136e-10,1.93746063954136e-10,6.86818143843575e-10,9922.69977054664,1944.99505756052,2.51752784926716,0.835779971668422,227116.129864267,2769,ACTIVE_OTHER,BPF
MFB_LPF,129028.274669538,3680.94884925623,130720.146902226,4.34506456501182e-10,5.14194193550384e-10,NaN,NaN,NaN,-1.01311241460076,0.145981122619061,15349.9609722738,1938,MFB,LPF
MFB_HPF,35357.5943712996,10540.1085357295,NaN,3.4746898541348e-11,7.36567264633824e-11,1.60219450518595e-10,NaN,NaN,-4.61104320801289,0.160634982351045,75891.3729628606,1912,MFB,HPF
ACTIVE_OTHER_CASCADED_VCVS,8223.9861236368,8223.9861236368,350187.195221197,3.61684410420621e-11,3.61684410420621e-11,2.56788478447095e-11,10142.3387874193,6016.09235146827,2.12779397314996,0.99076708350254,276382.790960541,2475,ACTIVE_OTHER,BSF
ACTIVE_OTHER_CASCADED_VCVS,56932.8702129082,56932.8702129082,148446.776216322,1.77338308375868e-10,1.77338308375868e-10,2.46729599407744e-11,9988.18259209357,4114.01109955835,3.00076377947119,0.886500131012389,29608.7007227696,2250,ACTIVE_OTHER,BPF
MFB_HPF,70158.2655158373,56547.2514511364,NaN,1.42974180648603e-11,1.40617186055639e-10,8.91422087422941e-10,NaN,NaN,-62.3484662320846,0.00604501439329964,7136.97314906998,1779,MFB,HPF
ACTIVE_OTHER_CASCADED_VCVS,296369.324022504,296369.324022504,7537.97023359353,1.47811740369426e-11,1.47811740369426e-11,4.06791197453373e-11,10026.3543229449,5870.94093666379,2.10352724235645,0.652302644878904,277681.544503909,2411,ACTIVE_OTHER,BPF
MFB_BPF,3385.91425230578,95870.300175728,NaN,5.23451978802015e-11,2.06464546706689e-10,NaN,NaN,NaN,-1430469.35223649,2.13739410939072,84972.6072016012,2023,MFB,BPF
VCVS_BSF,455387.064920193,455387.064920193,NaN,6.02150608819102e-12,6.02150608819102e-12,NaN,9914.47303691823,6644.04978241051,1.67013645179832,1.51577827476196,58040.9231507098,833,VCVS,BSF
ACTIVE_OTHER_CASCADED_VCVS,10015.9607416527,10015.9607416527,8002.26432679587,1.70401787898042e-10,1.70401787898042e-10,2.2011067463448e-10,10021.8034009771,3113.42900064468,1.95153565553797,0.85187232868339,91804.4369036702,2715,ACTIVE_OTHER,BSF
PASSIVE_RC,55777.2666999781,NaN,NaN,3.31401561600829e-12,NaN,NaN,NaN,NaN,1,NaN,861010.311773952,247,PASSIVE,HPF
ACTIVE_OTHER_CASCADED_VCVS,12015.6755264506,12015.6755264506,13662.7652845608,1.17440886871049e-10,1.17440886871049e-10,1.80531356855428e-11,10105.3246895753,9917.58224601677,3.61766500179123,0.916699378316163,379018.307635845,2484,ACTIVE_OTHER,HPF
PASSIVE_RLC_BPF,1049.15914724747,NaN,NaN,1.21472882630498e-11,NaN,NaN,NaN,NaN,1,10,498864.452138246,50,PASSIVE,BPF
VCVS_BPF,61031.7043343458,61031.7043343458,NaN,6.01958791131428e-12,6.01958791131428e-12,NaN,9871.62405821407,6434.5753614143,1.65182540618128,0.741743691495839,433209.400706983,926,VCVS,BPF
VCVS_BPF,395495.294459847,395495.294459847,NaN,6.50911877183271e-10,6.50911877183271e-10,NaN,9959.82837677141,4029.96217698856,1.40462164854039,0.626810561322396,618.239308671779,1195,VCVS,BPF
MFB_BPF,5756.77825007497,23755566.6988551,NaN,4.37089673753962e-10,2.72425395023243e-11,NaN,NaN,NaN,-6376361.19125581,15.0963932696432,3944.01552486681,1438,MFB,BPF
MFB_LPF,749.407709572725,3827.96900008319,719.855889264273,6.20675200928714e-11,1.9180476857072e-10,NaN,NaN,NaN,-0.960566431421822,0.114810562657658,878721.49017927,1529,MFB,LPF
VCVS_BPF,149634.795302097,149634.795302097,NaN,4.2879197688191e-11,4.2879197688191e-11,NaN,10071.0789730256,11805.1249929808,2.17218075884418,1.20799318291247,24805.0945675253,851,VCVS,BPF
VCVS_BPF,10086.5072021462,10086.5072021462,NaN,3.6909811125795e-10,3.6909811125795e-10,NaN,10230.7613948473,3751.14369641736,1.366653424085,0.612239934099594,42750.1365084268,1196,VCVS,BPF
VCVS_HPF,1155.46371525557,1155.46371525557,NaN,1.35820520762077e-10,1.35820520762077e-10,NaN,10155.1182586048,10642.8748876448,2.04803062028614,1.05045395504274,1014141.20430939,903,VCVS,HPF
PASSIVE_RLC_BPF,11.6873483109921,NaN,NaN,2.13800266548026e-11,NaN,NaN,NaN,NaN,1,10,27095.1678684861,91,PASSIVE,BPF
PASSIVE_RC,1237.26436113409,NaN,NaN,3.83884591752877e-10,NaN,NaN,NaN,NaN,1,NaN,335086.512369707,47,PASSIVE,LPF
PASSIVE_RC,7851.64426673646,NaN,NaN,6.58552432973677e-11,NaN,NaN,NaN,NaN,1,NaN,307800.38465002,14,PASSIVE,HPF
PASSIVE_RC,531720.844251403,NaN,NaN,1.88011733637337e-12,NaN,NaN,NaN,NaN,1,NaN,159203.089706099,500,PASSIVE,LPF
VCVS_LPF,4630.48139923358,4630.48139923358,NaN,7.46456507741263e-11,7.46456507741263e-11,NaN,9729.8486602416,9983.84838341491,2.02610520800917,1.02680495698699,460457.423460285,1163,VCVS,LPF
MFB_LPF,743.771923533672,5976.34954375208,1687.29937320937,7.47170268690787e-11,3.26346846996503e-10,NaN,NaN,NaN,-2.26857094200731,0.0715994473536869,320964.176196425,1594,MFB,LPF
PASSIVE_RC,10087.5417517164,NaN,NaN,3.51266539811692e-12,NaN,NaN,NaN,NaN,1,NaN,4491568.25496634,656,PASSIVE,HPF
PASSIVE_RLC_BPF,116.902835218511,NaN,NaN,8.38512629516547e-11,NaN,NaN,NaN,NaN,1,10,27097.4200384046,691,PASSIVE,BPF
VCVS_BPF,352945.773455914,352945.773455914,NaN,9.61393434310232e-11,9.61393434310232e-11,NaN,9960.86568290171,5056.62957167559,1.50764960924586,0.67008392010047,4690.41202096855,1287,VCVS,BPF
PASSIVE_RLC_BSF,4025.82605049109,NaN,NaN,5.56253409377865e-10,NaN,NaN,NaN,NaN,1,2.17108688459459,32735.2179043876,208,PASSIVE,BSF
PASSIVE_RLC_BPF,226.902336165687,NaN,NaN,4.08774046545901e-10,NaN,NaN,NaN,NaN,1,2.5215447296523,680504.769686725,574,PASSIVE,BPF
ACTIVE_OTHER_CASCADED_VCVS,3153.88015205369,3153.88015205369,19943.6172747598,2.89778781909366e-12,2.89778781909366e-12,1.2752291822051e-10,9999.30945975953,9407.77447430308,2.2438288747499,0.743239252969878,8738486.39098542,2599,ACTIVE_OTHER,BPF
ACTIVE_OTHER_CASCADED_VCVS,61962.0468723833,61962.0468723833,24725.9220155216,6.52282662941824e-10,6.52282662941824e-10,5.24623374004059e-10,9833.46419710337,7400.24086155256,3.84739321911939,1.02217171513863,8103.57518095423,2213,ACTIVE_OTHER,HPF
MFB_BPF,8848.51529403808,137943.664761717,NaN,9.93860931956239e-10,9.18228401174161e-12,NaN,NaN,NaN,-12307755.8517501,0.376040137072931,47686.5472591986,1694,MFB,BPF
PASSIVE_RC,5223.73544094632,NaN,NaN,1.74942976016025e-12,NaN,NaN,NaN,NaN,1,NaN,17415760.6614918,421,PASSIVE,LPF
VCVS_BSF,34222.7851212032,34222.7851212032,NaN,9.58156264310966e-12,9.58156264310966e-12,NaN,10078.8894479377,2744.38886659359,1.27229079957367,0.687087643947713,485364.979937513,1212,VCVS,BSF
VCVS_BSF,3763.28675258611,3763.28675258611,NaN,4.15413324001376e-10,4.15413324001376e-10,NaN,10007.7254892514,1426.26300849073,1.14251620011186,0.583101395111169,101805.771155292,1144,VCVS,BSF
ACTIVE_OTHER_CASCADED_VCVS,495050.866465199,495050.866465199,1366.1961125359,1.19439958851799e-11,1.19439958851799e-11,1.23118218490108e-11,9958.95638769661,7534.28317632866,4.18491831098218,1.2118014590969,4744478.14091233,2436,ACTIVE_OTHER,LPF
MFB_HPF,4617.41574554976,11300.0989506336,NaN,5.10403415854391e-11,1.58714846276296e-10,3.90298798888854e-11,NaN,NaN,-0.764686886422012,0.264458662794263,279944.625954323,1922,MFB,HPF
VCVS_LPF,293879.047966176,293879.047966176,NaN,1.40596208366021e-12,1.40596208366021e-12,NaN,10091.9115868798,13785.8635184219,2.36603094465715,1.57736405518911,385192.567605568,1213,VCVS,LPF
VCVS_HPF,503838.03820724,503838.03820724,NaN,1.98120648930455e-11,1.98120648930455e-11,NaN,9911.02979305603,3087.39170866239,1.31151068790304,0.592245383394274,15944.0789998345,1315,VCVS,HPF
VCVS_HPF,346829.59246731,346829.59246731,NaN,4.62581399391816e-12,4.62581399391816e-12,NaN,9864.26197913087,13696.4084168546,2.3884879016627,1.63529062257149,99200.9475398572,885,VCVS,HPF
MFB_HPF,4924.37930959793,591885824.158364,NaN,5.61689434362834e-11,9.60270034010414e-11,5.12863468883797e-10,NaN,NaN,-9.13073021331754,0.000105411597095531,420.075973344407,1422,MFB,HPF
MFB_BPF,32891.3906955033,1133922220.35593,NaN,1.97392574208614e-11,3.99468093601955e-10,NaN,NaN,NaN,-76108.9388023455,39.3303742435656,293.481632807057,2086,MFB,BPF
MFB_BPF,27700.9620070391,3293.3637659102,NaN,7.24610192289114e-10,1.00430557262897e-09,NaN,NaN,NaN,-35945.0652146787,0.170131114417473,19532.9437241638,1818,MFB,BPF
ACTIVE_OTHER_CASCADED_VCVS,28525.042356475,28525.042356475,117230.831070044,2.94277823938538e-10,2.94277823938538e-10,1.59462089383171e-11,10224.3248664369,9602.01731477716,3.97725922554549,0.998210674956077,52048.7001172815,2238,ACTIVE_OTHER,LPF
ACTIVE_OTHER_CASCADED_VCVS,24487.4879699634,24487.4879699634,25625.9454378083,2.91881770973947e-10,2.91881770973947e-10,5.38842049355389e-10,9980.37583802382,972.289914382509,1.57900346669747,0.722483347514536,16896.686803124,2483,ACTIVE_OTHER,BSF
ACTIVE_OTHER_CASCADED_VCVS,1055.96692555157,1055.96692555157,119855.817659148,1.67930062744491e-10,1.67930062744491e-10,1.68288765843676e-11,9953.309269967,752.536696526437,2.16298086417666,0.765352820759492,488209.762297066,2124,ACTIVE_OTHER,BPF
MFB_HPF,1434.94465333448,2936786429.7308,NaN,2.06768479434407e-11,1.20954238952642e-10,1.14520248516586e-11,NaN,NaN,-0.553857381114587,0.000306837086891589,2083.12190896219,2062,MFB,HPF
ACTIVE_OTHER_CASCADED_VCVS,812703.545555241,812703.545555241,3555.81179345873,8.61782092451649e-11,8.61782092451649e-11,5.34329470421425e-12,9684.49796157398,2194.46786072247,1.97114816052644,0.959389821957416,4189479.22919287,2172,ACTIVE_OTHER,BSF
ACTIVE_OTHER_CASCADED_VCVS,384665.951949693,384665.951949693,1613.03705218438,3.34902265414192e-12,3.34902265414192e-12,1.83463226510937e-10,10174.0676202483,7815.27446698105,3.42957924945006,0.877431743457929,330675.214470965,2214,ACTIVE_OTHER,BPF
ACTIVE_OTHER_CASCADED_VCVS,5892.71247832872,5892.71247832872,1020.41627563457,2.62434190234872e-10,2.62434190234872e-10,5.98421511023868e-12,10023.4480517176,4087.3658057327,2.90933317410281,0.849708837094584,13083292.8851278,2259,ACTIVE_OTHER,HPF
PASSIVE_RLC_BPF,1113.37509692576,NaN,NaN,5.51318284190647e-12,NaN,NaN,NaN,NaN,1,10,16951.8968813535,666,PASSIVE,BPF
ACTIVE_OTHER_CASCADED_VCVS,9903.7876912388,9903.7876912388,1131.56215777245,4.74628636383745e-12,4.74628636383745e-12,1.13636902325332e-11,10026.2318667531,1951.78942843831,2.80960921900528,1.04831265183508,7881512.8004405,2581,ACTIVE_OTHER,LPF
VCVS_LPF,15222.8919893145,15222.8919893145,NaN,1.03366688842584e-12,1.03366688842584e-12,NaN,9936.6531589307,5965.80463499989,1.60038370461165,0.714481535614397,10114452.076637,1344,VCVS,LPF
ACTIVE_OTHER_CASCADED_VCVS,48998.8284907007,48998.8284907007,1798.16346158171,3.46961858744447e-11,3.46961858744447e-11,2.34467892938057e-11,9942.4030368837,8106.12106290194,2.62128604842897,0.743385265312355,1934267.54387989,2762,ACTIVE_OTHER,LPF
PASSIVE_RLC_BPF,1745.24536861771,NaN,NaN,1.23135028019125e-12,NaN,NaN,NaN,NaN,1,10,858174.068496109,581,PASSIVE,BPF
ACTIVE_OTHER_CASCADED_VCVS,154739.653773236,154739.653773236,42774.6256542128,4.38548623392254e-10,4.38548623392254e-10,2.34355464709211e-10,10343.8673558082,11489.7083274563,2.49427163216694,0.837267227443543,9110.98059933023,2229,ACTIVE_OTHER,HPF
ACTIVE_OTHER_CASCADED_VCVS,49426.4327718471,49426.4327718471,3137.66779807405,4.99187395765058e-11,4.99187395765058e-11,3.20916639152261e-11,9780.01306313494,823.303671569393,1.27279266136857,0.534802562448066,822550.891737718,2608,ACTIVE_OTHER,HPF
VCVS_HPF,6717.09463576805,6717.09463576805,NaN,1.44656972934895e-12,1.44656972934895e-12,NaN,9904.42073315779,10429.9544966456,2.05306052495614,1.05603370263308,16379449.1356526,1110,VCVS,HPF
MFB_HPF,6262.06378023578,506576.434302102,NaN,8.34364373767964e-11,8.54117264369318e-10,9.59341340101987e-12,NaN,NaN,-0.114978703581222,0.0924159077259859,31217.1726961536,1721,MFB,HPF
VCVS_LPF,1236.50939053776,1236.50939053776,NaN,5.56513493024049e-10,5.56513493024049e-10,NaN,10033.9751623998,10862.6875751203,2.08259063823736,1.09002593790702,231284.758588628,1380,VCVS,LPF
ACTIVE_OTHER_CASCADED_VCVS,413085.524023075,413085.524023075,699876.466090019,1.06286292143782e-11,1.06286292143782e-11,2.32724392151681e-10,9947.77579085037,12817.6158421284,3.86888009630688,1.08458034161476,18613.356705408,2158,ACTIVE_OTHER,BPF
ACTIVE_OTHER_CASCADED_VCVS,104285.383109357,104285.383109357,2870.19026438247,2.98746073266606e-11,2.98746073266606e-11,3.52884709768161e-10,10022.830982207,1326.09987396906,1.53490776393232,0.571764376899468,104110.728552974,2745,ACTIVE_OTHER,BPF
MFB_LPF,58.3103595749372,40382.8143415766,153.288184815887,5.5509979114831e-10,9.17053418244276e-10,NaN,NaN,NaN,-2.62883278260168,0.0131954212627983,89657.0924573689,1871,MFB,LPF
VCVS_BSF,52942.2116715332,52942.2116715332,NaN,3.93412275468021e-11,3.93412275468021e-11,NaN,9984.72431325031,5495.17253812232,1.55035796339714,1.11199567499872,76413.5092113995,1085,VCVS,BSF
PASSIVE_RLC_BPF,38.1329231151934,NaN,NaN,1.56283844272244e-10,NaN,NaN,NaN,NaN,1,10,390.281896030065,550,PASSIVE,BPF
VCVS_HPF,1546.94607603219,1546.94607603219,NaN,1.26797018048754e-11,1.26797018048754e-11,NaN,10044.8741280958,2204.75133109165,1.2194901900189,0.561636894328941,8114017.05694656,1369,VCVS,HPF
PASSIVE_RC,84314.5598548619,NaN,NaN,1.35159655674594e-11,NaN,NaN,NaN,NaN,1,NaN,139659.49833745,647,PASSIVE,LPF
MFB_BPF,59412.9075310311,43.4903066400153,NaN,2.31242764973301e-10,8.65748826266611e-11,NaN,NaN,NaN,-194413.886512675,0.0120450291529447,699767.005106946,1622,MFB,BPF
VCVS_BPF,4999.38664923624,4999.38664923624,NaN,2.68208774737191e-12,2.68208774737191e-12,NaN,9986.91478463288,8877.11639397563,1.88887475115289,0.899988548579545,11869445.3009077,728,VCVS,BPF
MFB_HPF,1739.17244751526,25077441716.9853,NaN,2.55647566928135e-10,4.76795710243715e-11,1.43462070951042e-11,NaN,NaN,-0.0561171274481053,0.000386356495319098,921.45148841913,1563,MFB,HPF
ACTIVE_OTHER_CASCADED_VCVS,273873.210216649,273873.210216649,457256.282421721,6.3978368525074e-10,6.3978368525074e-10,2.36693436558931e-12,10019.2745360911,12263.8159220123,2.46513568782609,0.908676790019685,73980.7171178226,2700,ACTIVE_OTHER,HPF
MFB_LPF,24312987.5937021,7985.31109836436,21996012.9847289,7.54344011041165e-11,3.22003765375816e-10,NaN,NaN,NaN,-0.904702184375999,0.00921569272519483,2436.61565010071,2098,MFB,LPF
MFB_LPF,1933.40762979397,21573.1877615294,5948.43356340036,2.23800140618086e-11,2.36516710277678e-10,NaN,NaN,NaN,-3.07665774756162,0.0371121025056848,193108.135136535,1897,MFB,LPF
ACTIVE_OTHER_CASCADED_VCVS,608837.183508931,608837.183508931,788687.702603927,3.25179202945639e-10,3.25179202945639e-10,1.81137568573681e-12,10222.9302904625,1865.83200349447,1.76136141463581,0.606122714868602,56104.6813153267,2324,ACTIVE_OTHER,LPF
MFB_BPF,5046.48875328705,76645970695.9001,NaN,1.79519273670035e-11,1.5292805620483e-11,NaN,NaN,NaN,-12957568.7513319,1942.34461471153,488.406783163191,1707,MFB,BPF
ACTIVE_OTHER_CASCADED_VCVS,96327.2342604835,96327.2342604835,4980.43239955507,1.3711664172312e-12,1.3711664172312e-12,9.82217150264562e-11,10210.680336136,3676.81647731329,2.43081747361284,0.717178719436044,765164.470970808,2660,ACTIVE_OTHER,BPF
VCVS_BPF,5396.93485971517,5396.93485971517,NaN,2.37799734443775e-10,2.37799734443775e-10,NaN,9966.50174073838,3879.27095087945,1.38923095101893,0.62082146452502,124011.394210415,718,VCVS,BPF
PASSIVE_RLC_BSF,1625.6475134886,NaN,NaN,1.45499869048297e-12,NaN,NaN,NaN,NaN,1,10,99541.9044280537,342,PASSIVE,BSF
MFB_HPF,29990.0373840547,4101.95365466278,NaN,1.62167648977662e-11,2.13085665704619e-10,1.89856320895208e-11,NaN,NaN,-1.1707410330735,0.591651673348617,225603.901182207,2060,MFB,HPF
MFB_LPF,99.1509592869283,29240.0438847316,204.883027685824,2.93089893249467e-10,2.14889317933949e-11,NaN,NaN,NaN,-2.06637463882647,0.100586687525424,819351.57873185,1718,MFB,LPF
ACTIVE_OTHER_CASCADED_VCVS,906204.156047135,906204.156047135,52579.8738184439,8.01569635713565e-12,8.01569635713565e-12,1.08687404329841e-12,10116.5556825615,10682.4024449446,2.7500753768174,0.830398513718692,1403443.00095337,2358,ACTIVE_OTHER,BPF
ACTIVE_OTHER_CASCADED_VCVS,79026.9133090943,79026.9133090943,10143.8806052632,3.57471561189545e-11,3.57471561189545e-11,1.84415274748671e-12,9996.58599560717,4327.4760108379,2.01554913615922,0.862155819521807,4282087.17262505,2788,ACTIVE_OTHER,BSF
ACTIVE_OTHER_CASCADED_VCVS,375898.760487044,375898.760487044,97147.5386885535,4.52449870686556e-11,4.52449870686556e-11,2.59344825095685e-12,9861.86565175249,8377.58675010981,3.92854972582786,1.00544707168387,320528.856721271,2778,ACTIVE_OTHER,BPF
MFB_HPF,1942.56658374232,3290935.68110145,NaN,1.03320678368308e-11,2.09616092662413e-10,1.58706971663712e-10,NaN,NaN,-15.3606203685547,0.000761878940761637,10913.452550162,1799,MFB,HPF
MFB_HPF,76830.5152193868,10489588057.3522,NaN,8.33024468485375e-10,1.36380479687473e-10,9.78810671564583e-12,NaN,NaN,-0.0117500830839253,0.00859416819399971,153.443532368866,1808,MFB,HPF
ACTIVE_OTHER_CASCADED_VCVS,48590.4527547145,48590.4527547145,213891.927579464,6.9962709947679e-11,6.9962709947679e-11,4.38835683869303e-12,10087.8633820382,10927.313516981,4.03120084192149,1.01490555383868,108188.522124846,2514,ACTIVE_OTHER,LPF
ACTIVE_OTHER_CASCADED_VCVS,213881.939393953,213881.939393953,184589.753060311,3.08808346555587e-12,3.08808346555587e-12,3.10808225134697e-12,9646.40479167471,13431.8289228872,2.70955543233348,1.09068048544417,259187.676334513,2583,ACTIVE_OTHER,LPF
VCVS_BPF,24566.0089260158,24566.0089260158,NaN,5.33017874056155e-12,5.33017874056155e-12,NaN,10072.132958856,12020.1904540752,2.19341062148176,1.23978820777068,1215468.62701713,1095,VCVS,BPF
ACTIVE_OTHER_CASCADED_VCVS,1050.47102495502,1050.47102495502,21307.6984387008,8.06552224781457e-10,8.06552224781457e-10,3.15047099107452e-12,10156.3379868005,13284.4688068241,4.43889910307352,1.18690938136817,1279359.34021964,2387,ACTIVE_OTHER,LPF
ACTIVE_OTHER_CASCADED_VCVS,51216.801266582,51216.801266582,155100.712041771,3.52970235278907e-11,3.52970235278907e-11,3.30163307289409e-12,9834.7256032049,950.314821568994,1.18930665478216,0.549819446168919,199417.698120202,2290,ACTIVE_OTHER,BSF
ACTIVE_OTHER_CASCADED_VCVS,248311.034998676,248311.034998676,658546.222719686,4.9665040135006e-12,4.9665040135006e-12,1.2243666792433e-10,9974.34381394083,1832.61913190891,2.1276590913168,0.691060730289944,65514.2186714578,2678,ACTIVE_OTHER,LPF
VCVS_HPF,803671.890968835,803671.890968835,NaN,7.21499125596199e-10,7.21499125596199e-10,NaN,9948.27562176632,6954.66194231784,1.69908215320265,0.768688047797822,274.476737995655,1067,VCVS,HPF
ACTIVE_OTHER_CASCADED_VCVS,114468.048194833,114468.048194833,244219.130570187,1.53129405795306e-10,1.53129405795306e-10,2.81941484355207e-12,9993.98907640131,9782.77225215897,3.37798944286574,0.876359069058653,120111.602661688,2230,ACTIVE_OTHER,LPF
VCVS_HPF,685242.96037483,685242.96037483,NaN,5.95881207406216e-11,5.95881207406216e-11,NaN,9816.26087525771,3545.29423485367,1.36116544577475,0.610189721361314,3897.76687009652,1311,VCVS,HPF
VCVS_HPF,3381.38495719171,3381.38495719171,NaN,1.69699165466019e-10,1.69699165466019e-10,NaN,10261.3815293148,1468.84216022219,1.14314272946835,0.538544354415394,277361.264607301,1146,VCVS,HPF
MFB_BPF,2204.19522991174,6907705.9237663,NaN,6.57871068128106e-10,5.91317842422664e-11,NaN,NaN,NaN,-7672359.74800618,15.3993323912216,6539.54144991379,1967,MFB,BPF
VCVS_BPF,3239.09464756607,3239.09464756607,NaN,5.95971362748094e-12,5.95971362748094e-12,NaN,9854.9871671951,6332.86016131458,1.64260460758337,0.736705020207604,8244628.69252555,1355,VCVS,BPF
ACTIVE_OTHER_CASCADED_VCVS,132060.829059279,132060.829059279,77710.7943927059,2.60052761203936e-12,2.60052761203936e-12,8.43058634557057e-12,9825.0432160461,9279.0388053181,3.67998473469159,0.925176506447362,353180.224659537,2132,ACTIVE_OTHER,LPF
VCVS_HPF,3982.91099675505,3982.91099675505,NaN,3.09497712786102e-10,3.09497712786102e-10,NaN,10049.4149329102,9507.25120874285,1.9460502200589,0.948811811560777,129110.655510006,1237,VCVS,HPF
MFB_BPF,7253.88026547816,5502791.8986052,NaN,3.79787088859219e-10,1.6832993235934e-10,NaN,NaN,NaN,-818970.518814956,12.7052681981602,3150.59531574145,2020,MFB,BPF
PASSIVE_RLC_BPF,268.010940344431,NaN,NaN,1.51692928736469e-11,NaN,NaN,NaN,NaN,1,10,268458.077001905,510,PASSIVE,BPF
PASSIVE_RC,41446.033272012,NaN,NaN,2.64125975525941e-11,NaN,NaN,NaN,NaN,1,NaN,145387.157705074,188,PASSIVE,LPF
VCVS_LPF,43631.1293340031,43631.1293340031,NaN,3.25574104823118e-12,3.25574104823118e-12,NaN,9995.32585838041,819.0888189266,1.08194718516754,0.521362077345795,1120401.86287574,747,VCVS,LPF
